1,-0.00513223
2,-0.00360009
3,-0.00356432
4,-0.00352473
5,-0.00312277
6,-0.00428287
7,0.00433540
8,0.01144799
9,0.02137092
10,0.03096288
11,0.03704596
12,0.05913178
13,0.07584344
14,0.09908394
15,0.13077034
16,0.16149676
17,0.20498341
18,0.25514263
19,0.29360834
20,0.32521889
21,0.33971000
22,0.34385923
23,0.33991373
24,0.33114141
25,0.32819351
26,0.32876739
27,0.33171928
28,0.34681241
29,0.36374949
30,0.39545559
31,0.42667527
32,0.46689664
33,0.51202334
34,0.54887348
35,0.61320762
36,0.67388751
37,0.75497336
38,0.83178858
39,0.88140558
40,0.96556283
41,1.02557953
42,1.08665374
43,1.12535755
44,1.15336880
45,1.17418306
46,1.17923135
47,1.17746337
48,1.14899790
49,1.12553063
50,1.06777629
51,1.00923928
52,0.94927216
53,0.87530900
54,0.81447800
55,0.75288928
56,0.69588758
57,0.66414560
58,0.63003631
59,0.60546341
60,0.57183589
61,0.54253207
62,0.52190647
63,0.49473275
64,0.46884712
65,0.44320789
66,0.41052855
67,0.38708853
68,0.35479211
69,0.33153584
70,0.30228013
71,0.27085215
72,0.25367947
73,0.22352291
74,0.20171367
75,0.17677195
76,0.15774920
77,0.14331793
78,0.12868700
79,0.11522668
80,0.10130709
81,0.08965003
82,0.08077142
83,0.07274331
84,0.06680786
85,0.05791526
86,0.05043023
87,0.04746057
88,0.04240946
89,0.03739839
90,0.03498854
91,0.03764297
92,0.03583030
93,0.03710421
94,0.03702986
95,0.03585569
96,0.03504113
97,0.03390682
98,0.03396562
99,0.03676916
100,0.03682503
